test_id,test_date,client_ip_id,client_ip_address,download_kbps,upload_kbps,latency,server_name,server_country,server_country_code,server_latitude,server_longitude,server_sponsor_name,user_agent,isp_name,is_isp,connection_type,client_country,client_country_code,client_region_name,client_region_code,client_city,client_latitude,client_longitude,miles_between,gmaps_formatted_address,gmaps_name,gmaps_type,gmaps_country,gmaps_country_code,gmaps_region,gmaps_subregion,gmaps_subsubregion,gmaps_postal_code
8380426497,"2019-07-01 00:00:36","1188328751","5.173.xxx.xxx",999,348,25,"Wroclaw","Poland","PL",51.1167,17.0333,"GENERACJA.pl","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0","Play","1","4","Poland","PL","Lower Silesian Voivodeship","DS","Wasosz",51.565,16.693,34.3103,"56, Poland","Gmina Wąsosz","administrative_area_level_3","Poland","PL","Lower Silesian Voivodeship","Góra County","Gmina Wąsosz","56"
8380426498,"2019-07-01 00:00:36","1731173885","82.151.xxx.xxx",10384,483,37,"Belgorod","Russian Federation","RU",50.6000,36.6000,"RusichTVN","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36 OPR/60.0.3255.170 (Edition Yx)","Rostelecom","1","2","Russia","RU","Belgorod Oblast","BEL","Podkopayevka",50.805,37.145,27.7805,"Shebekinsky District, Belgorod Oblast, Russia","Shebekinsky District","administrative_area_level_2","Russia","RU","Belgorod Oblast","Shebekinsky District","","309266"
8380426499,"2019-07-01 00:00:36","764950183","5.2.xxx.xxx",88371,3509,120,"New York, NY","United States","US",40.7127,-74.0059,"Speedtest.net","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36","RCS & RDS S.A.","1","2","Romania","RO","Cluj County","CJ","Cluj-Napoca",46.766,23.600,4566.26,"Cluj-Napoca, Romania","Cluj-Napoca","locality","Romania","RO","Cluj County","Cluj - Napoca","",""
8380426500,"2019-07-01 00:00:36","308677867","5.164.xxx.xxx",17095,18164,26,"Tula","Russian Federation","RU",54.2000,37.6167,"Rostelecom","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","JSC ER-Telecom Holding","1","2","Russia","RU","Tula Oblast","TUL","Tula",54.204,37.611,0.379334,"Tula, Tula Oblast, Russia","Tula","locality","Russia","RU","Tula Oblast","gorod Tula","","300041"
8380426503,"2019-07-01 00:00:36","2150550715","182.75.xxx.xxx",4093,3494,57,"Pune","India","IN",18.5203,73.8567,"YOU Broadband India Pvt. Ltd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","Bharti Broadband","1","2","India","IN","Maharashtra","MH","Pune",18.533,73.866,1.11309,"Pune, Maharashtra 411001, India","Pune","locality","India","IN","Maharashtra","Pune","","411001"
8380426506,"2019-07-01 00:00:37","130753177","222.254.xxx.xxx",36243,7245,4,"Hanoi","Vietnam","VN",21.0285,105.8542,"MOBIFONE","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) coc_coc_browser/80.0.180 Chrome/74.0.3729.180 Safari/537.36","Vietnam Posts And Telecommunications Group","1","2","Vietnam","VN","Hanoi","HN","Linh Quang",21.016,105.833,1.57729,"Hanoi, Hoàn Kiếm, Hanoi, Vietnam","Hanoi","locality","Vietnam","VN","Hanoi","Hai Bà Trưng District","",""
8380426509,"2019-07-01 00:00:37","34601344","77.35.xxx.xxx",28859,27629,5,"Vladivostok","Russia","RU",43.1318,131.9235,"Rostelecom","Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; rv:11.0) like Gecko","Rostelecom","1","2","Russia","RU","Primorsky Krai","PRI","Novonezhino",43.219,132.602,34.8002,"Shkotovsky District, Primorsky Krai, Russia","Shkotovsky District","administrative_area_level_2","Russia","RU","Primorsky Krai","Shkotovsky District","","692844"
8380426514,"2019-07-01 00:00:37","44274822","80.179.xxx.xxx",47080,10686,5,"Hadera","Israel","IL",32.4340,34.9197,"DigitalGini","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","Orange Israel","1","4","Israel","IL","North District","Z","Nazerat `Illit",32.708,35.324,30.2831,"Nazareth Iliit, Israel","Nazareth Iliit","locality","Israel","IL","North District","","",""
8380426515,"2019-07-01 00:00:37","97563607","122.173.xxx.xxx",37126,15989,28,"Mohali","India","IN",30.7800,76.6900,"Quadrant televentures Ltd.","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","Airtel Broadband","1","2","India","IN","Punjab","PB","Bhagrana",30.600,76.575,14.1615,"Fatehgarh Sahib, Punjab, India","Fatehgarh Sahib","administrative_area_level_3","India","IN","Punjab","Fatehgarh Sahib","Fatehgarh Sahib","140406"
8380426516,"2019-07-01 00:00:37","2150622924","125.127.xxx.xxx",55728,91388,9,"Hangzhou","China","CN",30.2500,120.1667,"China Telecom ZheJiang Branch","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36","China Telecom Zhejiang","1","2","China","CN","Zhejiang","ZJ","Taizhou",28.662,121.433,133.685,"Taizhou, Zhejiang, China","Taizhou","locality","China","CN","Zhejiang","","","318013"
8380426517,"2019-07-01 00:00:37","2141481404","103.133.xxx.xxx",4946,4738,3,"Pune","India","IN",18.5203,73.8567,"Gazon Communications India Limited","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","Nikita Broadband Pvt.","1","2","India","IN","Maharashtra","MH","Pune",18.533,73.866,1.11309,"Pune, Maharashtra 411001, India","Pune","locality","India","IN","Maharashtra","Pune","","411001"
8380426518,"2019-07-01 00:00:37","686901378","80.94.xxx.xxx",47794,51004,2,"Minsk","Belarus","BY",53.9000,27.5667,"FE VELCOM","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","State Scientific Enterprise 'United Institute of I","0","0","Belarus","BY","Minsk","HM","Minsk",53.900,27.566,0,"Minsk, Belarus","Minsk","locality","Belarus","BY","","","",""
8380426522,"2019-07-01 00:00:37","1016698719","103.192.xxx.xxx",71117,10756,21,"Kolkata","India","IN",22.5667,88.3667,"WISH NET PRIVATE LIMITED","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.80 Safari/537.36 Avast/75.0.1447.81","Worldview Telecom","1","2","India","IN","West Bengal","WB","Kolkata",22.569,88.369,0.278137,"Kolkata, West Bengal 700001, India","Kolkata","locality","India","IN","West Bengal","Kolkata","","700009"
8380426523,"2019-07-01 00:00:37","1021311685","59.96.xxx.xxx",3477,278,91,"Faridabad","India","IN",28.4211,77.3078,"Powernet Communications Pvt. Ltd.","Mozilla/5.0 (Windows NT 6.1; rv:67.0) Gecko/20100101 Firefox/67.0","BSNL","1","2","India","IN","Rajasthan","RJ","Alwar",27.566,76.600,73.2224,"Karoli, Rajasthan, India","Karoli","locality","India","IN","Rajasthan","Alwar","","301028"
8380426525,"2019-07-01 00:00:37","1963154286","103.83.xxx.xxx",94768,92794,9,"Cebu City","Philippines","PH",10.2833,123.9000,"Rise.ph","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","RISE","1","2","Philippines","PH","Central Visayas","07","Mandaue City",10.323,123.922,3.17067,"Mandaue City, 6014 Cebu, Philippines","Mandaue City","locality","Philippines","PH","Central Visayas","Cebu","",""
8380426526,"2019-07-01 00:00:37","2150622928","101.173.xxx.xxx",95344,34975,7,"Melbourne","Australia","AU",-37.8136,144.9631,"Internode","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134","Telstra Internet","1","2","Australia","AU","Victoria","VIC","Altona",-37.866,144.833,7.98559,"Altona VIC, Australia","Altona","locality","Australia","AU","Victoria","Hobsons Bay City","","3018"
8380426527,"2019-07-01 00:00:37","100257131","125.237.xxx.xxx",101401,23578,8,"Wellington","New Zealand","NZ",-41.2889,174.7772,"Spark New Zealand","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","Spark New Zealand","1","2","New Zealand","NZ","Manawatu-Wanganui","MWT","Feilding",-40.218,175.540,84.1617,"Sanson, New Zealand","Sanson","locality","New Zealand","NZ","Manawatu-Wanganui","Manawatu District","","4479"
8380426537,"2019-07-01 00:00:37","6320471","59.99.xxx.xxx",2555,786,38,"Vijayawada","India","IN",16.5190,80.6215,"Signum Digital Network Pvt Ltd","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","BSNL","1","2","India","IN","Andhra Pradesh","AP","Nunna",16.578,80.684,5.85522,"Pathapadu, Andhra Pradesh, India","Pathapadu","locality","India","IN","Andhra Pradesh","Krishna","","521228"
8380426539,"2019-07-01 00:00:37","727666425","118.70.xxx.xxx",39435,67407,18,"Hanoi","Vietnam","VN",21.0285,105.8542,"MOBIFONE","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","FPT Telecom Company","1","2","Vietnam","VN","Hung Yen Province","66","Thon Ben",20.945,105.925,7.3419,"Xuân Quan, Văn Giang, Hung Yen, Vietnam","Xuân Quan","administrative_area_level_3","Vietnam","VN","Hung Yen","Văn Giang","Xuân Quan",""
8380426547,"2019-07-01 00:00:37","1211170374","170.37.xxx.xxx",69280,54163,34,"Amsterdam","Netherlands","NL",52.3667,4.9000,"Usenet.Farm","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:67.0) Gecko/20100101 Firefox/67.0","KPN","1","2","Netherlands","NL","North Holland","NH","Amsterdam",52.374,4.889,0.666547,"1101 Amsterdam-Zuidoost, Netherlands","Amsterdam","locality","Netherlands","NL","North Holland","Government of Amsterdam","","1101"
8380426548,"2019-07-01 00:00:37","389362028","115.97.xxx.xxx",36544,1454,13,"Mumbai","India","IN",18.9647,72.8258,"HNS","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","Hathway","1","2","India","IN","Maharashtra","MH","Malad",19.183,72.833,15.1285,"Mumbai, Maharashtra, India","Mumbai","locality","India","IN","Maharashtra","Mumbai","","400064"
8380426550,"2019-07-01 00:00:37","1623570239","91.203.xxx.xxx",9053,8933,2,"Kremenchuk","Ukraine","UA",49.0667,33.4167,"ZeusNet ISP","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36 OPR/60.0.3255.170","FOP Koval Dmitro Orestovich","1","2","Ukraine","UA","Poltavs'ka oblast","53","Butenky",49.235,33.648,15.6565,"Kremenchuts'kyi district, Poltavs'ka oblast, Ukraine","Kremenchuts'kyi district","administrative_area_level_2","Ukraine","UA","Poltavs'ka oblast","Kremenchuts'kyi district","",""
8380426555,"2019-07-01 00:00:37","1069123538","103.69.xxx.xxx",58865,2006,2,"New Delhi","India","IN",28.6100,77.2300,"Excitel","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36","Sudarshan Akshay Urja Shop","0","2","India","IN","Haryana","HR","Greater Kailash",28.543,77.242,4.66602,"New Delhi, Delhi 110001, India","New Delhi","locality","India","IN","Delhi","","","110017"
8380426556,"2019-07-01 00:00:37","150164971","183.178.xxx.xxx",547748,83827,13,"Guangzhou","CN","CN",23.1333,113.2667,"ChinaTelecom-GZ","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","Hong Kong Broadband Network","1","2","Hong Kong","HK","Tsuen Wan District","NTW","Ma Yau Tong",22.300,114.233,84.4146,"Hong Kong, Hong Kong","Hong Kong","locality","Hong Kong","HK","","","",""
8380426563,"2019-07-01 00:00:37","872033486","103.7.xxx.xxx",5204,1927,50,"Lahore","Pakistan","PK",31.5758,74.3269,"PTCL BROADBAND","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:68.0) Gecko/20100101 Firefox/68.0","Telenor Pakistan (Pvt)","0","4","Pakistan","PK","Punjab","PB","Mianke Mor",31.200,73.950,34.2196,"Nankana Sahib, Pakistan","Nankana Sahib","administrative_area_level_3","Pakistan","PK","Punjab","Nankana Sahib","Nankana Sahib",""
8380426566,"2019-07-01 00:00:37","1347502671","103.212.xxx.xxx",19351,17967,9,"Ghaziabad","India","IN",28.6700,77.4200,"Netway Internet Pvt. Ltd.","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","Netway Internet Pvt","1","2","India","IN","Uttar Pradesh","UP","Sahibabad",28.683,77.400,1.52281,"Ghaziabad, Uttar Pradesh 201001, India","Ghaziabad","locality","India","IN","Uttar Pradesh","Ghaziabad","","201003"
8380426567,"2019-07-01 00:00:37","986921137","49.148.xxx.xxx",9731,4244,34,"Cagayan de Oro City","Philippines","PH",8.4833,124.6500,"PLDT","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","Philippine Long Distance Telephone","1","2","Philippines","PH","Northern Mindanao","10","Cagayan de Oro",8.482,124.647,0.206129,"Cagayan de Oro, 9000 Misamis Oriental, Philippines","Cagayan de Oro","locality","Philippines","PH","Northern Mindanao","Misamis Oriental","",""
8380426571,"2019-07-01 00:00:37","153357944","46.42.xxx.xxx",88615,13209,96,"Seef","Bahrain","BH",26.2361,50.5831,"Viva Bahrain","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","VIVA Bahrain","1","4","Bahrain","BH","Unknown","??",\N,26.000,50.550,16.4599,"Bahrain","Bahrain","country","Bahrain","BH","","","",""
8380426572,"2019-07-01 00:00:37","1222260957","103.82.xxx.xxx",80301,64872,12,"Gurgaon","India","IN",28.4615,77.0178,"RailTel","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","RailTel Corporation of India Ltd.","1","2","India","IN","Rajasthan","RJ","Jaipur",26.916,75.816,129.727,"Jaipur, Rajasthan 302001, India","Jaipur","locality","India","IN","Rajasthan","Jaipur","","302001"
8380426576,"2019-07-01 00:00:37","528907859","14.165.xxx.xxx",10988,18414,15,"Da Nang","Vietnam","VN",16.0667,108.2333,"VNPT-NET","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","Vietnam Posts And Telecommunications Group","1","2","Vietnam","VN","Binh Dinh Province","31","Phu Cat",14.016,109.050,151.931,"Cát Tân, Phù Cát District, Binh Dinh Province, Vietnam","Cát Tân","administrative_area_level_3","Vietnam","VN","Binh Dinh","Phù Cát District","Cát Tân",""
8380426577,"2019-07-01 00:00:37","2150584091","137.132.xxx.xxx",69016,34694,4,"Singapore","Republic of Singapore","SG",1.3000,103.8000,"PT FirstMedia","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","National University of Singapore","0","2","Singapore","SG","Unknown","??","Pasir Panjang",1.292,103.770,2.08012,"Singapore, Singapore","Singapore","locality","Singapore","SG","","","",""
8380426582,"2019-07-01 00:00:37","1411808716","103.46.xxx.xxx",17185,33912,84,"Anaparthy","India","IN",16.9338,81.9562,"Orange Fibernet","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36","Ls Fibernet Private Limited","1","2","India","IN","Andhra Pradesh","AP","Razole",16.483,81.833,32.2141,"West Godavari, Andhra Pradesh, India","West Godavari","administrative_area_level_2","India","IN","Andhra Pradesh","West Godavari","","534266"
8380426587,"2019-07-01 00:00:38","2126000762","194.12.xxx.xxx",63827,21146,2,"Sofia","BG","BG",42.6544,23.3649,"Nilsat Ltd","Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0","Evolink AD","1","2","Bulgaria","BG","Sofia-city","22","Sofia",42.683,23.316,3.1632,"Sofia, Bulgaria","Sofia","locality","Bulgaria","BG","Sofia-city","Sofia","","1463"
8380426592,"2019-07-01 00:00:38","209704624","182.187.xxx.xxx",234,368,468,"Lahore","Pakistan","PK",31.5758,74.3269,"Telenor Pakistan","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","PTCL","1","2","Pakistan","PK","Punjab","PB","Ghakhar",32.302,74.149,51.3425,"Wazirabad, Pakistan","Wazirabad","administrative_area_level_3","Pakistan","PK","Punjab","Gujranwala","Wazirabad",""
8380426601,"2019-07-01 00:00:38","11638238","66.235.xxx.xxx",256937,11181,15,"Seattle, WA","United States","US",47.6062,-122.3321,"Comcast","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.172 Safari/537.36 Vivaldi/2.5.1525.48","Wave Broadband","1","2","United States","US","Washington","WA","Duvall",47.735,-121.934,20.5731,"Union Hill-Novelty Hill, WA, USA","Union Hill-Novelty Hill","locality","United States","US","Washington","King County","","98077"
8380426602,"2019-07-01 00:00:38","538094951","94.70.xxx.xxx",5775,728,12,"Athens","Greece","GR",37.9778,23.7278,"OTE S.A.","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36","OTEnet S.A.","1","2","Greece","GR","Attica","I","Athens",37.983,23.733,0.481087,"Athens, Greece","Athens","locality","Greece","GR","Attica","Attica","Kentrikos Tomeas Athinon, Athens, Athina","106 81"
8380426606,"2019-07-01 00:00:38","84255234","95.190.xxx.xxx",764295,938193,4,"Kemerovo","Russian Federation","RU",55.3608,86.0889,"Rostelecom","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36 OPR/60.0.3255.170","Rostelecom","1","2","Russia","RU","Kemerovo Oblast","KEM","Berezovka",55.125,86.510,23.2697,"Kemerovsky District, Kemerovo Oblast, Russia","Kemerovsky District","administrative_area_level_2","Russia","RU","Kemerovo Oblast","Kemerovsky District","","650525"
8380426610,"2019-07-01 00:00:38","92570778","115.133.xxx.xxx",52339,9372,20,"Kuala Lumpur","Malaysia","MY",3.1357,101.6880,"InNET","Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36","TM Net","1","2","Malaysia","MY","Unknown","??","Sungai Way",3.083,101.616,6.11486,"Petaling Jaya, Selangor, Malaysia","Petaling Jaya","locality","Malaysia","MY","Selangor","Petaling","","47301"
8380426612,"2019-07-01 00:00:38","55662047","85.26.xxx.xxx",84103,45883,23,"Samara","Russian Federation","RU",53.2333,50.1667,"Rostelecom","Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","PJSC MegaFon","1","4","Russia","RU","Samara Oblast","SAM","Samara",53.183,50.118,3.98787,"Samara, Samara Oblast, Russia","Samara","locality","Russia","RU","Samara Oblast","gorod Samara","","443036"
8380426613,"2019-07-01 00:00:38","915313239","151.252.xxx.xxx",413211,134910,39,"Moscow","Russian Federation","RU",55.7517,37.6178,"Megafon","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0","Tele-plus LLC","1","2","Russia","RU","Khanty-Mansi Autonomous Okrug","KHM","Poykovskiy",61.233,73.333,1326.7,"Surgut, Khanty-Mansi Autonomous Okrug, Russia","Surgut","locality","Russia","RU","Khanty-Mansi Autonomous Okrug","gorod Surgut","","628414"
8380426614,"2019-07-01 00:00:38","256489962","125.99.xxx.xxx",24196,791,5,"Mumbai","India","IN",18.9647,72.8258,"I-ON","Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","Hathway Cable & Data Com LTD","1","2","India","IN","Maharashtra","MH","Mumbai",18.975,72.825,0.712432,"Mumbai, Maharashtra, India","Mumbai","locality","India","IN","Maharashtra","Mumbai","","400008"
8380426615,"2019-07-01 00:00:38","1642126424","88.119.xxx.xxx",41612,925,27,"Klaipeda","Lithuania","LT",55.7000,21.1333,"Balticum TV","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","Telia Lietuva, AB","1","2","Lithuania","LT","Telšiai County","TE","Pabalve",56.016,22.600,61.0062,"Raudėnų sen., Lithuania","Raudėnų seniūnija","administrative_area_level_3","Lithuania","LT","Šiauliai County","Šiauliai District Municipality","Raudėnų seniūnija","81321"
8380426618,"2019-07-01 00:00:38","1790516190","103.57.xxx.xxx",59416,58497,1,"warangal","India","IN",18.0000,79.5800,"HIREACH BROADBAND PVT LTD","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","Hireach Broadband Private","1","2","India","IN","Telangana","TG","Subedari",17.996,79.540,2.59863,"Hanamkonda, Telangana 506001, India","Hanamkonda","locality","India","IN","Telangana","Warangal","","506001"
8380426619,"2019-07-01 00:00:38","130771669","222.255.xxx.xxx",163058,55989,2,"Ho Chi Minh","Vietnam","VN",10.7500,106.6667,"CMC Telecom","Mozilla/5.0 (Windows NT 5.2; rv:52.0) Gecko/20100101 Firefox/52.0","Vietnam Posts And Telecommunications Group","1","2","Vietnam","VN","Ho Chi Minh","SG","Binh Loi",10.751,106.748,5.56675,"Ho Chi Minh City, Ho Chi Minh 70000, Vietnam","Ho Chi Minh City","locality","Vietnam","VN","Ho Chi Minh","","",""
8380426627,"2019-07-01 00:00:38","660910153","103.25.xxx.xxx",27155,4572,23,"Adelaide","Australia","AU",-34.9290,138.6010,"Telstra","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","NuSkope-Adsl","1","2","Australia","AU","South Australia","SA","Para Hills West",-34.804,138.642,8.91941,"Para Hills West SA 5096, Australia","Para Hills West","locality","Australia","AU","South Australia","City of Salisbury","","5096"
8380426629,"2019-07-01 00:00:38","2132450721","131.221.xxx.xxx",70168,8542,14,"La Vega","Dominican Republic","DO",19.2200,-70.5300,"Telecable Central","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36","Telecable Sabaneta Srl","1","2","Dominican Republic","DO","Provincia de Santiago Rodriguez","26","Sabaneta",19.466,-71.333,55.1349,"Sabaneta, Dominican Republic","Sabaneta","locality","Dominican Republic","DO","Santiago Rodriguez","","",""
8380426632,"2019-07-01 00:00:38","1916674168","202.50.xxx.xxx",9985,9779,3,"Kathmandu","Nepal","NP",27.7172,85.3240,"Nepal Telecom","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15","Net Max Technologies Pvt.","1","2","Nepal","NP","Central Region","1","Kathmandu",27.716,85.316,0.454475,"Kathmandu 44600, Nepal","Kathmandu","locality","Nepal","NP","Central Region","Bagmati","","44600"
8380426634,"2019-07-01 00:00:38","34645354","77.38.xxx.xxx",317968,230717,0,"Riga","Latvia","LV",56.9496,24.1052,"Baltcom","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","SIA Baltcom","1","2","Latvia","LV","Rīgas pilsēta","RIX","Riga",56.950,24.100,0.198089,"Riga, Latvia","Riga","locality","Latvia","LV","Rīgas pilsēta","Rīgas pilsēta","","LV-1048"
8380426635,"2019-07-01 00:00:38","176554542","109.91.xxx.xxx",426029,39435,12,"Frankfurt","Germany","DE",50.1109,8.6821,"Vodafone Kabel Deutschland","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0","Unitymedia","1","2","Germany","DE","Hesse","HE","Gaudernbach",50.466,8.200,32.552,"Weilburg, Germany","Weilburg","locality","Germany","DE","Hesse","Giessen","Limburg-Weilburg","35781"
8380426636,"2019-07-01 00:00:38","822269516","58.161.xxx.xxx",21070,12990,35,"Sunshine Coast","AU","AU",-25.8833,152.5500,"Telstra","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","Telstra Internet","1","2","Australia","AU","Queensland","QLD","Eudlo",-26.733,152.966,64.2214,"Eudlo QLD 4554, Australia","Eudlo","locality","Australia","AU","Queensland","Sunshine Coast Regional","","4554"
8380426639,"2019-07-01 00:00:38","1336771511","124.105.xxx.xxx",59572,89786,2,"Manila","Philippines","PH",14.5800,121.0000,"PLDT","Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","Philippine Long Distance Telephone","1","2","Philippines","PH","Calabarzon","40","Bagbag",14.416,120.850,15.116,"Philippines","Philippines","country","Philippines","PH","","","",""
8380426641,"2019-07-01 00:00:38","215819707","86.6.xxx.xxx",221408,11986,8,"Manchester","Great Britain","GB",53.4800,-2.2400,"Virgin Media","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134","Virgin Media","1","2","United Kingdom","GB","Warrington","WRT","Padgate",53.400,-2.550,13.9198,"Warrington WA2, UK","Warrington","locality","United Kingdom","GB","England","Warrington","","WA2"
8380426646,"2019-07-01 00:00:38","1306956265","183.171.xxx.xxx",52270,28780,15,"Petaling Jaya","Malaysia","MY",3.0833,101.6500,"Celcom Axiata","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","Celcom Axiata Berhad","1","4","Malaysia","MY","Selangor","10","Petaling Jaya",3.083,101.650,0,"Petaling Jaya, Selangor, Malaysia","Petaling Jaya","locality","Malaysia","MY","Selangor","Petaling","","47300"
